cell_line_id,CellLineName,StrippedCellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,CCLEName
ACH-002291,NTERA-2 cl.D1,NTERA2CLD1,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,NTERA2CLD1_TESTIS
ACH-002399,21NT,21NT,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,21NT_BREAST
ACH-002400,21MT-1,21MT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,21MT1_BREAST
ACH-002401,21MT-2,21MT2,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,21MT2_BREAST
ACH-002433,CCLF_PEDS_0019_T,CCLFPEDS0019T,Bone,Osteosarcoma,Osteosarcoma,CCLFPEDS0019T_BONE
ACH-002446,CCLF_UPGI_0005_T,CCLFUPGI0005T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,CCLFUPGI0005T_STOMACH
ACH-002458,HT-144_DAB_R,HT144DABR,Skin,Melanoma,Melanoma,HT144_SKIN_FV1_RESISTANT
ACH-002460,HT-144_DAB_ROX_R,HT144DABROXR,Skin,Melanoma,Melanoma,HT144_SKIN_FV2_RESISTANT
ACH-002461,RVH421_DAB_R,RVH42DABR,Skin,Melanoma,Melanoma,RVH421_SKIN_FV1_RESISTANT
ACH-002462,RPE1-ss48,RPE1SS48,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",RPE1SS48_ENGINEERED
ACH-002463,RPE1-ss77,RPE1SS77,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",RPE1SS77_ENGINEERED
ACH-002464,RPE1-ss6,RPE1SS6,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",RPE1SS6_ENGINEERED
ACH-002465,RPE1-ss119,RPE1SS119,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",RPE1SS119_ENGINEERED
ACH-002467,RPE1-ss51,RPE1SS51,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",RPE1SS51_ENGINEERED
ACH-002470,OS186,OS186,Bone,Osteosarcoma,Osteosarcoma,PSS089_BONE
ACH-002471,OS052,OS052,Bone,Osteosarcoma,Osteosarcoma,PSS008_BONE
ACH-002475,HAP1,HAP1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",HAP1_ENGINEERED
ACH-002478,BC-2,BC2,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,BC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002485,MAVER-1,MAVER1,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,MAVER1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002486,MES-OV,MESOV,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,MESOV_OVARY
ACH-002490,NCI-H1882,NCIH1882,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,NCIH1882_LUNG
ACH-002499,UACC-3199,UACC3199,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,UACC3199_BREAST
ACH-002500,Z-138,Z138,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,Z138_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002508,WM3211,WM3211,Skin,Melanoma,Acral Melanoma,WM3211_SKIN
ACH-002510,M040416,M040416,Skin,Melanoma,Acral Melanoma,M040416_SKIN
ACH-002511,M104325,M104325,Skin,Melanoma,Melanoma,M140325_SKIN
ACH-002512,MM160113,MM160113,Skin,Melanoma,Acral Melanoma,MM160113_SKIN
ACH-002522,SNU-2292,SNU2292,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,SNU2292_LUNG
ACH-002523,SNU-739,SNU739,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,SNU739_LIVER
ACH-002524,SNU-251,SNU251,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,SNU251_OVARY
ACH-002526,SNU-1327,SNU1327,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,SNU1327_LUNG
ACH-002528,SNU-267,SNU267,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,SNU267_KIDNEY
ACH-002531,SNU-2535,SNU2535,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,SNU2535_LUNG
ACH-002533,SNU-482,SNU482,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,SNU482_KIDNEY
ACH-002535,SNU-254,SNU254,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,SNU254_LARGE_INTESTINE
ACH-002538,SNU-1235,SNU1235,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,SNU1235_LARGE_INTESTINE
ACH-002544,SNU-1750,SNU1750,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,SNU1750_STOMACH
ACH-002647,CCC-5,CCC5,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Cholangiocarcinoma,CCC5_BILIARY_TRACT
ACH-002650,ETCC-016,ETCC016,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,ETCC016_LUNG
ACH-002654,JVE-015,JVE015,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,JVE015_COLON
ACH-002659,JVE-127,JVE127,Bowel,Colorectal Adenocarcinoma,Mucinous Adenocarcinoma of the Colon and Rectum,JVE127_COLON
ACH-002660,JVE-187,JVE187,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,JVE187_COLON
ACH-002662,JVE-207,JVE207,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,JVE207_COLON
ACH-002664,JVE-253,JVE253,Bowel,Colorectal Adenocarcinoma,Mucinous Adenocarcinoma of the Colon and Rectum,JVE253_COLON
ACH-002669,KP-363T,KP363T,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,KP363T_COLON
ACH-002672,MAPAC-HS-77,MAPACHS77,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,MAPACHS77_PANCREAS
ACH-002677,U-2946,U2946,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",U2946_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002678,WILL-1,WILL1,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",WILL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002680,170-MG-BA,170MGBA,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",170MGBA_CENTRAL_NERVOUS_SYSTEM
ACH-002681,538-MG-BA,538MGBA,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",538MGBA_CENTRAL_NERVOUS_SYSTEM
ACH-002687,WM3772F,WM3772F,Eye,Ocular Melanoma,Uveal Melanoma,WM3772F_EYE
ACH-002688,OS457,OS457,Bone,Osteosarcoma,Osteosarcoma,PSS141_BONE
ACH-002690,OS526,OS526,Bone,Osteosarcoma,Osteosarcoma,PSS112_BONE
ACH-002693,S462,S462,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,S462_SOFT_TISSUE
ACH-002705,IS076P,IS076P,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,IS076P_OESOPHAGUS
ACH-002706,IS076A,IS076A,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,IS076A_OESOPHAGUS
ACH-002708,DL-221,DL221,Soft Tissue,Liposarcoma,Myxoid/Round-Cell Liposarcoma,DL221_SOFT_TISSUE
ACH-002709,CMS,CMS,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,CMS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002710,MPNST-724,MPNST724,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,MPNST724_SOFT_TISSUE
ACH-002711,UM-HACC-2A,UMHACC2A,Head and Neck,Salivary Carcinoma,Adenoid Cystic Carcinoma,UMHACC2A_UPPER_AERODIGESTIVE_TRACT
ACH-002778,NCC-OS1-X2-C1,NCCOS1X2C1,Bone,Osteosarcoma,Osteosarcoma,NCCOS1X2C1_BONE
ACH-002780,NCC-ES1-C1,NCCES1C1,Bone,Ewing Sarcoma,Ewing Sarcoma,NCCES1C1_BONE
ACH-002782,NCC-UPS1-C1,NCCUPS1C1,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,
ACH-002784,NCC-UPS2-C1,NCCUPS2C1,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,NCCUPS2C1_SOFT_TISSUE
ACH-002785,NCC-LMS1-C1,NCCLMS1C1,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,
ACH-002792,NCC-CCS1B-C1,NCCCCS1BC1,Soft Tissue,Clear Cell Sarcoma,Clear Cell Sarcoma,NCCCCS1BC1_Sarcoma_Clear_Cell
ACH-002799,NCC-MPNST1-C1,NCCMPNST1C1,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,
ACH-002800,NCC-MPNST2-C1,NCCMPNST2C1,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,
ACH-002801,NCC-MPNST3-C1,NCCMPNST3C1,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,NCCMPNST3C1_MPNST
ACH-002806,TB096,TB096,CNS/Brain,Adult-Type Diffuse Glioma,"Astrocytoma, IDH-Mutant",TB096_BRAIN
ACH-002834,OS384,OS384,Bone,Osteosarcoma,Osteosarcoma,PSS131R_Osteosarcoma
ACH-002847,YUHOIN,YUHOIN,Skin,Melanoma,Melanoma,YUHOIN0650_Melanoma_Skin
ACH-002922,SK-N-MM,SKNMM,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,SKNMM_BRAIN_BONE
ACH-002923,LAI-5S,LAI5S,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,LAI5S_Neuro
ACH-002925,UPMM3,UPMM3,Eye,Ocular Melanoma,Uveal Melanoma,
ACH-002926,UPMD1,UPMD1,Eye,Ocular Melanoma,Uveal Melanoma,UPMD1_Melanoma_Eye
ACH-002928,MM100511,MM100511,Skin,Melanoma,Acral Melanoma,
ACH-003012,A549_CRAF_KD,A549CRAFKD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,A549H3_Lung
ACH-003064,TE 130.T,TE130T,Bone,Other,Sacrococcygeal teratoma,TE130T_BONE
ACH-003065,CHLA-02-ATRT,CHLA02ATRT,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,CHLA02ATRT_BRAIN
ACH-003171,NRH-OS1,NRHOS1,Bone,Osteosarcoma,Osteoblastic Osteosarcoma,NRH-OS1
ACH-003176,NRH-GCT1,NRHGCT1,Bone,Osteosarcoma,Osteosarcoma,NRH-GCT1
ACH-003177,NRH-UPS1,NRHUPS1,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,NRH-UPS1
ACH-003178,NRH-OS2,NRHOS2,Bone,Osteosarcoma,Osteosarcoma,NRH-OS2
ACH-003180,NRH-UPS2,NRHUPS2,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,NRH-UPS2
ACH-003184,NRH-LMS2,NRHLMS2,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,NRH-LMS2
ACH-003185,NRH-OS4,NRHOS4,Bone,Osteosarcoma,Osteosarcoma,NRH-OS4
ACH-003186,NRH-UPS3,NRHUPS3,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,NRH-UPS3
ACH-003189,NRH-LS3,NRHLS3,Soft Tissue,Liposarcoma,Dedifferentiated Liposarcoma,NRH-LS3
ACH-003190,NRH-UPS7,NRHUPS7,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,NRH-UPS7
ACH-003191,NRH-GCT2,NRHGCT2,Bone,Giant Cell Tumor of Bone,Giant Cell Tumor of Bone,NRH-GCT2
ACH-003273,CHRF-288-11,CHRF28811,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,
ACH-003410,U-CHCF365,UCHCF365,Bone,Chordoma,Dedifferentiated Chordoma,
ACH-003573,C337,C337,Bone,Osteosarcoma,Osteosarcoma,
ACH-003587,531MII,531MII,Bone,Osteosarcoma,Osteosarcoma,
ACH-003590,YCUB-2,YCUB2,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,
